legal_entity_id,legal_entity_name,legal_entity_edrpou,care_type,property_type,legal_entity_email,legal_entity_phone,legal_entity_owner_name,registration_area,registration_settlement,registration_address,lat,lng
25561442-ad20-4b5e-84dd-91fb1a023469,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КАЛИНІВСЬКОЇ СЕЛИЩНОЇ РАДИ""",44151391,Первинна,Комунальна,kalinovkacpmsd@ukr.net,+380457141345,Кудренко Сергій Миколайович,КИЇВСЬКА,КАЛИНІВКА,"Україна, 08623, Київська обл., Фастівський р-н, селище міського типу Калинівка, вул.Центральна, будинок 86",50.2284334,30.2295733
2573098c-236b-479a-9a6d-9edf89e037a6,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО РОГАНСЬКОЇ СЕЛИЩНОЇ РАДИ ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ №4 ХАРКІВСЬКОГО РАЙОНУ""",38008823,Первинна,Комунальна,rogancpmsd@ukr.net,+380687407256,Жданова Тетяна Вікторівна,ХАРКІВСЬКА,РОГАНЬ,"Україна, 62481, Харківська обл., Харківський р-н, селище міського типу Рогань, ВУЛИЦЯ КУЛЬТУРИ, будинок 62",49.8999921,36.4978285
258a80f4-9d4b-4839-bc33-5bc61dac2769,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОД ЗДОРОВ'Я""",37793580,Спеціалізована,Приватна (без ФОП),kodzdofis@gmail.com,+380667164973,Ярошенко Олександр Олександрович,М.КИЇВ,КИЇВ,"Україна, 02081, місто Київ, Дніпровська набережна, будинок 25-Б, нежилі приміщення з № 1 по № 13 (групи приміщень № 12) (в літері А)",47.1375371,37.6025432
25a144e4-773c-49a3-ae87-77db490bd3aa,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""НОВОВОДОЛАЗЬКОЇ СЕЛИЩНОЇ РАДИ",41820206,Первинна,Комунальна,vod.centrotg@ukr.net,"+380994124872, +380574041016",Мороз Людмила Миколаївна,ХАРКІВСЬКА,НОВОСЕЛІВКА,"Україна, 63209, Харківська обл., Харківський р-н, село Новоселівка, вул.Воскресінська, будинок 254",49.696365,35.8553729
25a7ad68-7540-4940-97eb-b21c32252f43,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""4-А МІСЬКА КЛІНІЧНА ЛІКАРНЯ М.ЛЬВОВА""",01996651,Первинна,Комунальна,4kmkl_uoz_lviv@ukr.net,+380322602103,Чуловський Ярослав Богданович,ЛЬВІВСЬКА,ЛЬВІВ,"Україна, 79005, Львівська обл., місто Львів, ВУЛИЦЯ Я.СТЕЦЬКА, будинок 3",49.8353169,24.033798
25ae1635-bc1e-4564-8ad6-b93d9e8106db,КОЗИРЬ ОЛЬГА ГРИГОРІВНА,ФОП,Первинна,ФОП,olgkozur@ukr.net,+380935707333,Козирь Ольга Григорівна,ОДЕСЬКА,ВЕЛИКИЙ ДАЛЬНИК,"Україна, 67668, Одеська обл., Одеський р-н, село Великий Дальник, вул.Безверхого, будинок 36",46.4779255,30.5570934
25e4e652-3e98-41bf-9d9f-a667447da14b,САВЧУК ЛЮДМИЛА МИКОЛАЇВНА,ФОП,Первинна,ФОП,ljudkasavchuk@gmail.com,+380666469353,Савчук Людмила Миколаївна,ЧЕРНІГІВСЬКА,СОСНИЦЯ,"Україна, 16100, Чернігівська обл., Сосницький р-н, селище міського типу Сосниця, ВУЛИЦЯ І.БОГУНА, будинок 15",51.5293489,32.4975854
268317e0-eb83-4176-af0e-43eea797a75b,КОЗИЧ РОКСОЛАНА АНДРІЇВНА,ФОП,Первинна,ФОП,mijlikar@ukr.net,+380974511029,Козич Роксолана Андріївна,ЛЬВІВСЬКА,САМБІР(З),"Україна, 81400, Львівська обл., місто Самбір(з), вул.Стебельського Степана, будинок 7, квартира 8",49.5173237,23.2034306
2684b457-7801-4f96-8643-959d5b2f7ae4,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 6"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899736,Первинна,Комунальна,medsentr6@gmail.com,"+380674053268, +380567222183",Сазонов Дмитро Валерійович,ДНІПРОПЕТРОВСЬКА,ДНІПРО,"Україна, 49102, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ БЛИЖНЯ, будинок 31",48.4540766,34.9346332
26b87422-1ad3-4731-9764-07f750c1d81a,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧЕРНІВЕЦЬКИЙ ОБЛАСНИЙ ШКІРНО-ВЕНЕРОЛОГІЧНИЙ ДИСПАНСЕР""",43288092,Первинна,Комунальна,oshvd.chernivtsi@gmail.com,+380372523067,Бойко Вікторія Валеріївна,ЧЕРНІВЕЦЬКА,ЧЕРНІВЦІ,"Україна, 58002, Чернівецька обл., місто Чернівці, ВУЛИЦЯ РАЙМУНДА ФРІДРІХА КАЙНДЛЯ, будинок 9",48.2873261,25.9399629
26ba53f6-3c23-4a8e-a26b-3a23cfdc4374,УГОРСЬКА ГАЛИНА БОГДАНІВНА,ФОП,Первинна,ФОП,ugorska1960@gmail.com,+380508813770,Угорська Галина Богданівна,ІВАНО-ФРАНКІВСЬКА,КОРОЛІВКА,"Україна, 78214, Івано-Франківська обл., Коломийський р-н, село Королівка, ВУЛИЦЯ БРОВАРСЬКА, будинок 20",48.5265937,25.0610646
2714a93f-9288-48ec-be3d-939721c9a916,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""4-А МІСЬКА КЛІНІЧНА ЛІКАРНЯ ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ ІМЕНІ ЛЕОНІДА КУРОЄДОВА""",01999678,Спеціалізована,Комунальна,poltava4mkl.info@gmail.com,+380532637451,Погребняк Лілія Олексіївна,ПОЛТАВСЬКА,ПОЛТАВА,"Україна, 36021, Полтавська обл., місто Полтава, ВУЛИЦЯ ЗАЛІЗНА, будинок 17",49.5671776,34.5244127
27277f61-bb84-4d57-a6df-db5e0423e781,Холодій Петро Андрійович,ФОП,Первинна,ФОП,cholodiypetro05@gmail.com,+380968449856,Холодій Петро Андрійович,ЧЕРКАСЬКА,ЧЕРКАСИ,"Україна, 18000, Черкаська обл., місто Черкаси, вул.Дашковича Остафія, будинок 48, квартира 1",49.1363606,33.4400392
273e500e-2cac-4277-8495-e4458a461bea,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ШКІРНО-ВЕНЕРОЛОГІЧНИЙ ДИСПАНСЕР №2"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",04593391,Спеціалізована,Комунальна,dermdisp@ukr.net,+380973515340,0,М.КИЇВ,КИЇВ,"Україна, 02232, місто Київ, БУЛЬВАР ВОЛОДИМИРА ВИСОЦЬКОГО, будинок 8",50.5147994,30.6201425
2747e445-0f99-4754-a7b8-f682ff3656ca,ХАРЧІЛІН ОЛЕГ ОЛЕКСАНДРОВИЧ,ФОП,Первинна,ФОП,oliverdok@gmail.com,+380633120775,Харчілін Олег Олександрович,ПОЛТАВСЬКА,МИРГОРОД(З),"Україна, 37600, Полтавська обл., місто Миргород(з), вулиця Зелена, будинок 46",49.9744095,33.6030868
275d0e63-ba0f-434e-85b8-f2b5b0053db7,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР СІМЕЙНОЇ МЕДИЦИНИ ""АМЕДИКА""",41732801,Первинна,Приватна (без ФОП),clinic@ineo.od.ua,"+380679041671, +380487377020",Багдасарян Арамік Айкович,ОДЕСЬКА,ОДЕСА,"Україна, 65123, Одеська обл., місто Одеса, ДНІПРОПЕТРОВСЬКА ДОРОГА, будинок 103-Б",46.577763,30.7986528
27691089-5ecd-4e31-903d-67c536a90c81,БЕНЬКО ГАЛИНА СТЕПАНІВНА,ФОП,Первинна,ФОП,medstudiabenko@gmail.com,+380502125628,Бенько Галина Степанівна,ІВАНО-ФРАНКІВСЬКА,ІВАНО-ФРАНКІВСЬК,"Україна, 76018, Івано-Франківська обл., місто Івано-Франківськ, село Крихівці, ВУЛИЦЯ 16 ЛИПНЯ, будинок 10",48.9388444,24.7029937
2778777c-3f5f-4473-b1b1-4caafd0b1fca,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МІСТА НОВА КАХОВКА"" НОВОКАХОВСЬКОЇ МІСЬКОЇ РАДИ",38869718,Первинна,Комунальна,cpmsd_gd@ukr.net,+380957202344,Ходорковська Олена Іванівна,ХЕРСОНСЬКА,НОВА КАХОВКА,"Україна, 74900, Херсонська обл., місто Нова Каховка, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 33 А",46.7564186,33.3573204
277acb06-4931-45ca-899a-9d9035eae26d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ЦЕНТР ""УРО-ПРО ІНТЕРНЕШНЛ""",32301530,Первинна,Приватна (без ФОП),doc@kyiv.clinic,+380663516054,Соломка Олена Василівна,М.КИЇВ,КИЇВ,"Україна, 03680, місто Київ, ВУЛИЦЯ МИКОЛИ ВАСИЛЕНКА, будинок 7",50.449137,30.419679
279c1f98-0205-40fd-815b-6476ecd1a113,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВЕЛИКОКУЧУРІВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ ВЕЛИКОКУЧУРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЧЕРНІВЕЦЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ,40238468,Первинна,Комунальна,vkazpsm+1@gmail.com,+380979354801,Шкробанець Валентин Леонтійович,ЧЕРНІВЕЦЬКА,ВЕЛИКИЙ КУЧУРІВ,"Україна, 59052, Чернівецька обл., Сторожинецький р-н, село Великий Кучурів, ВУЛИЦЯ ГОЛОВНА, будинок 34",48.2109408,25.9048577
27b6d489-55ea-442c-b372-f91e5abcbe1b,СЕВЕНКО ІГОР ДМИТРОВИЧ,ФОП,Первинна,ФОП,sevenkoihor@gmail.com,+380987221330,Севенко Ігор Дмитрович,ДНІПРОПЕТРОВСЬКА,КРИВИЙ РІГ,"Україна, 50106, Дніпропетровська обл., місто Кривий Ріг,  мікрорайон 4-й Зарічний, будинок 29, квартира 54",47.9995077,33.4670312
27ea4d83-9bc5-4f34-8f5d-af705fb5c143,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №6""",38969678,Первинна,Комунальна,knp-cpmsd6@ukr.net,+380612952662,Літвінов Віталій Вікторович,ЗАПОРІЗЬКА,ЗАПОРІЖЖЯ,"Україна, 69104, Запорізька обл., місто Запоріжжя, ВУЛИЦЯ ЧУМАЧЕНКА, будинок 21",47.7849805,35.2253396
27f0e121-6ebf-4b0a-8c5f-163456737e90,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОВБИСЬКИЙ СЕЛИЩНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ДОВБИСЬКОЇ СЕЛИЩНОЇ РАДИ",41940690,Первинна,Комунальна,dovcpmsd@gmail.com,+380979833824,Ольшевська Людмила Юльянівна,ЖИТОМИРСЬКА,ДОВБИШ,"Україна, 12724, Житомирська обл., Звягельський р-н, селище міського типу Довбиш, вул.Поліська, будинок 20",50.3749329,27.9864488
280215b3-125e-49f0-a21e-a7a5ba06bf5b,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СВАЛЯВСЬКОЇ МІСЬКОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ",38330435,Первинна,Комунальна,gabron.alina@gmail.com,"+380666858847, +380313124157",Габрон Аліна Анатоліївна,ЗАКАРПАТСЬКА,СВАЛЯВА,"Україна, 89300, Закарпатська обл., Мукачівський р-н, місто Свалява, вул.Шевченка, будинок 22",48.5487153,22.9937621
280adcdf-dcd7-4aa0-9a6b-fc5c4248885a,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СТАРОСАМБІРСЬКОЇ МІСЬКОЇ РАДИ ""СТАРОСАМБІРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ""",42428764,Первинна,Комунальна,st.sambirpmd@gmail.com,+380978046680,Галевич Марта Ростиславівна,ЛЬВІВСЬКА,СТАРИЙ САМБІР,"Україна, 82000, Львівська обл., Самбірський р-н, місто Старий Самбір, вул.Галицького Л., будинок 86, кабінет 22",49.443994,23.0037506
28263260-6587-47bf-83c8-fdadd482f05f,"Комунальне некомерційне підприємство ""Ладанський центр первинної медико-санітарної допомоги"" Ладанської селищної ради",44310338,Первинна,Комунальна,ladan_med@ukr.net,+380958215950,Ляшенко Надія Миколаївна,ЧЕРНІГІВСЬКА,ЛАДАН,"Україна, 17583, Чернігівська обл., Прилуцький р-н, селище міського типу Ладан, вул.Миру, будинок 85",50.519669,32.5800516
283b5f72-fa49-4962-96d0-43b1f3fc45f7,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «Порада ІФ»,44176856,Первинна,Приватна (без ФОП),porada.family.if@gmail.com,+380950882285,Костирко Роман Богданович,ІВАНО-ФРАНКІВСЬКА,ІВАНО-ФРАНКІВСЬК(З),"Україна, 76018, Івано-Франківська обл., місто Івано-Франківськ(з), вул.Коновальця Євгена, будинок 11-Б, ПРИМІЩЕННЯ 6-8",48.9177544,24.7112022
28788516-a002-44cc-a8b7-81aaff476633,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТИВРІВСЬКОЇ СЕЛИЩНОЇ РАДИ",37294246,Первинна,Комунальна,tivrov_rmcpmsd@ukr.net,"+380674346803, +380435521200",Приймак Валерій Миколайович,ВІННИЦЬКА,ТИВРІВ,"Україна, 23300, Вінницька обл., Вінницький р-н, селище міського типу Тиврів, вул.Шевченка, будинок 2 а",49.0138268,28.5020016
2885a095-3e3c-460d-b580-574abcd92549,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВІЙТІВЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВІЙТІВЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",41604458,Первинна,Комунальна,zhdanivka_cpmsd@ukr.net,"+380982929327, +380433839510",НАСИРОВ ЮРІЙ ДЖАВДАТОВИЧ,ВІННИЦЬКА,ВІЙТІВЦІ,"Україна, 22050, Вінницька обл., Хмільницький р-н, село Війтівці, ВУЛИЦЯ ЖДАНОВА, будинок 43",49.6264212,27.8936406
28cbb165-27f9-45ac-aeea-e4ab15678c3f,СЕМ'ЯНЧУК ВІРА БОГДАНІВНА,ФОП,Первинна,ФОП,partner@vise.com.ua,+380507092246,Сем'янчук Віра Богданівна,ІВАНО-ФРАНКІВСЬКА,ІВАНО-ФРАНКІВСЬК(З),"Україна, 76019, Івано-Франківська обл., місто Івано-Франківськ(з), вул.Довга, будинок 47, квартира 18",48.9043013,24.7015205
28ce4924-8bc7-4132-b349-480514c491e5,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1"" КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ",37861828,Первинна,Комунальна,medcentr_1@i.ua,"+380676285416, +380564947055",Косяк Наталія Володимирівна,ДНІПРОПЕТРОВСЬКА,КРИВИЙ РІГ,"Україна, 50089, Дніпропетровська обл., місто Кривий Ріг, ВУЛИЦЯ МАРШАКА, будинок 1А",48.1491197,33.5865719
28e44711-3975-46b0-a799-5ce994f1d41c,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЗВЯГЕЛЬСЬКОЇ МІСЬКОЇ РАДИ",38341562,Первинна,Комунальна,novogradkzpmsd@i.ua,+380414135450,Вошко Інна Василівна,ЖИТОМИРСЬКА,ЗВЯГЕЛЬ,"Україна, 11700, Житомирська обл., Звягельський р-н, місто Звягель, вул.Оржевської Наталії, будинок 13",50.5862685,27.6058241
28fdb563-4abe-43ca-9ba4-682642e0bfaa,ВОЄВОДІНА ВАЛЕНТИНА КОСТЯНТИНІВНА,ФОП,Первинна,ФОП,ub5ygf@ukr.net,+380960721095,Воєводіна Валентина Костянтинівна,СУМСЬКА,КОНОТОП(З),"Україна, 41601, Сумська обл., місто Конотоп(з), вул.Фізкультурна, будинок 12",51.2224257,33.1976851
2917af0c-a824-4a72-8580-51b42321c5da,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НОРМАН 360""",44045365,Первинна,Приватна (без ФОП),help@norman360.com.ua,+380973603606,Чуфус Михайло Васильович,ІВАНО-ФРАНКІВСЬКА,ІВАНО-ФРАНКІВСЬК(З),"Україна, 76018, Івано-Франківська обл., місто Івано-Франківськ(з), вул.Шевченка, будинок 45",48.9162834,24.7022028
2928f971-3332-4184-8d23-0a59d18557b7,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1 ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ""",38503185,Первинна,Комунальна,kz-cpmsd1@ukr.net,+380380532668,Павленко Віталій Васильович,ПОЛТАВСЬКА,ПОЛТАВА,"Україна, 36034, Полтавська обл., місто Полтава, ВУЛИЦЯ В.ТИРНІВСЬКА, будинок 29/2",49.5840563,34.4916509
2961330f-6cd9-4569-840f-b2005250d4d7,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""  БОГДАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",37735655,Первинна,Комунальна,nadolnaya3@ukr.net,"+380502159080, +380502159080",Смеловська Любов Василівна,ДНІПРОПЕТРОВСЬКА,ПАВЛОГРАД,"Україна, 51400, Дніпропетровська обл., Павлоградський р-н, місто Павлоград, вул.Хуторська, будинок 9",48.5137772,35.8842629
2970aeb4-c22b-4f28-abf0-12e320ac791f,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВІЛЬХОВЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВІЛЬХОВЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ ТЯЧІВСЬКОГО РАЙОНУ ЗАКАРПАТСЬКОЇ ОБЛАСТІ",42107471,Первинна,Комунальна,vilhivci.azpsm@gmail.com,+380680811170,Банк Ганна Василівна,ЗАКАРПАТСЬКА,ВІЛЬХІВЦІ,"Україна, 90542, Закарпатська обл., Тячівський р-н, село Вільхівці, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 178",48.097531,23.7393271
297c59e5-9447-411e-ac76-99957da20f2e,САФОНОВ ДЕНИС ОЛЕГОВИЧ,ФОП,Первинна,ФОП,pppdnipro1@ukr.net,+380500671388,Сафонов Денис Олегович,ДНІПРОПЕТРОВСЬКА,ОБУХІВКА,"Україна, 52030, Дніпропетровська обл., Дніпровський р-н, селище міського типу Обухівка, вул.Затишна, будинок 94Б",48.5465745,34.8662725
29a09aad-e411-4ec0-bbe4-283fe341c73c,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 3"" ДЕСНЯНСЬКОГО РАЙОНУ М. КИЄВА",38960413,Первинна,Комунальна,pol3desn@ukr.net,+380445138240,Шугалевич Олег Вікторович,М.КИЇВ,КИЇВ,"Україна, 02156, місто Київ, ВУЛИЦЯ МАТЕЮКА, будинок 3",50.4691252,30.6343628
29a1ca7b-8783-42a2-973b-2e1d406bea37,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЛИСЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛИСЯНСЬКОЇ СЕЛИЩНОЇ РАДИ",41937159,Первинна,Комунальна,lyscpmsd@gmail.com,+380976793388,КОПТЄВА ТЕТЯНА ЛЕОНІДІВНА,ЧЕРКАСЬКА,ЛИСЯНКА,"Україна, 19301, Черкаська обл., Звенигородський р-н, селище міського типу Лисянка, вул.Грушевського Михайла, будинок 51",49.2423261,30.8331688
29bbd6a6-0466-455e-a4b8-58923650e796,ЯКОВЛЄВА ІННА ВЯЧЕСЛАВІВНА,ФОП,Первинна,ФОП,yakovlevainna77@gmail.com,+380976556095,Яковлєва Інна Вячеславівна,ДНІПРОПЕТРОВСЬКА,КРИВИЙ РІГ,"Україна, 50027, Дніпропетровська обл., місто Кривий Ріг, вул.Ярослава Мудрого, будинок 50, квартира 74",47.9120611,33.3999501
29cc8f42-b39e-4cb4-9e6b-bdf9e0e82afd,Мартинова Олена Павлівна,ФОП,Первинна,ФОП,simmed.martinova@gmail.com,+380935892722,0,ХАРКІВСЬКА,ЧУГУЇВ,"Україна, 63503, Харківська обл., місто Чугуїв, пров.Гагаріна, будинок 4, квартира 2",49.8367877,36.691657
29cf84f1-be6e-4689-a93c-0403b1110259,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДОНЕЦЬКОЇ ОБЛАСТІ",37803043,Первинна,Комунальна,centrkrasn@ukr.net,"+380504828905, +380623921240",Остряніна Інеса Леонідівна,ДОНЕЦЬКА,ПОКРОВСЬК,"Україна, 85300, Донецька обл., місто Покровськ, ВУЛИЦЯ МАРШАЛА МОСКАЛЕНКА, будинок 161",48.2799808,37.1761763
29e68503-7afa-4d6e-8f7c-c3bdaf24f7f1,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТРУСКАВЕЦЬКА МІСЬКА ЛІКАРНЯ"" ТРУСКАВЕЦЬКОЇ МІСЬКОЇ РАДИ",01984228,Первинна,Комунальна,kptml@ukr.net,+380324754744,Іроденко Василь Миколайович,ЛЬВІВСЬКА,ТРУСКАВЕЦЬ,"Україна, 82200, Львівська обл., місто Трускавець, ВУЛИЦЯ ДАНИЛИШИНИХ, будинок 62",49.2764496,23.5225938
29ed9e89-4fdd-442b-b6cc-fbd30e9ff2b8,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ ОБ'ЄДНАНИХ ТЕРИТОРІАЛЬНИХ ГРОМАД"" МАЧУХІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ПОЛТАВСЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",43245813,Первинна,Комунальна,knp.otg2023@gmail.com,+380955413786,Рощак Микола Олександрович,ПОЛТАВСЬКА,МАЧУХИ,"Україна, 38754, Полтавська обл., Полтавський р-н, село Мачухи, ВУЛИЦЯ ІСТОРИЧНА, будинок 1",49.521186,34.430257
29fbb1a0-e6df-4713-8a67-dd6feb80f1ec,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БОРОДЯНСЬКОЇ СЕЛИЩНОЇ РАДИ ""БОРОДЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38304599,Первинна,Комунальна,borcpmsd@ukr.net,"+380635742188, +380457751640",Бовсуновський Микола Іванович,КИЇВСЬКА,БОРОДЯНКА,"Україна, 07801, Київська обл., Бучанський р-н, селище міського типу Бородянка, вул.Семашка, будинок 3",50.6439148,29.926553
2a00f22c-73aa-425c-90c6-990f8a409798,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ''СНЯТИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ'' СНЯТИНСЬКОЇ МІСЬКОЇ РАДИ,38816907,Первинна,Комунальна,sniatyncpmsd@ukr.net,+380996799957,Тимофійчук Іван Васильович,ІВАНО-ФРАНКІВСЬКА,СНЯТИН,"Україна, 78301, Івано-Франківська обл., Коломийський р-н, місто Снятин, вул.Шевченка, будинок 75",48.4464244,25.5699108
2a079319-0558-4b60-a0be-6440f320f27f,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СТРИЙСЬКОЇ МІСЬКОЇ РАДИ ""СТРИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""",13802089,Спеціалізована,Комунальна,strijknp@gmail.com,+380988911540,0,ЛЬВІВСЬКА,СТРИЙ,"Україна, 82400, Львівська обл., місто Стрий, ВУЛИЦЯ ОЛЬГИ БАСАРАБ, будинок 15",49.2665923,23.87411
2a110898-f6ea-497a-9948-93b8b757ccd4,КРЮЧКОВЕНКО БОРИС ОЛЕКСАНДРОВИЧ,ФОП,Первинна,ФОП,bkriuchkovenko@gmail.com,+380663593892,КРЮЧКОВЕНКО БОРИС ОЛЕКСАНДРОВИЧ,СУМСЬКА,СУМИ,"Україна, 40000, Сумська обл., місто Суми, ВУЛИЦЯ СУМСЬКО-КИЇВСЬКИХ ДИВІЗІЙ, будинок 6, квартира 105",50.8971479,34.8134007
